statusCode,requestResponseLatency,requestTime,responseTime,requestId
429,1317,1567786904896,1567786906213,1DK3R5LVO
429,1418,1567786904796,1567786906214,1DK3Q0MFF
200,9244,1567786896996,1567786906240,1DK3U9UR8
429,2658,1567786904996,1567786907654,1DK3RT10K
429,2959,1567786904696,1567786907655,1DK3RJJ4N
429,2565,1567786905096,1567786907661,1DK3P2TUL
429,2466,1567786905196,1567786907662,1DK3OI30H
429,2167,1567786905496,1567786907663,1DK3MS6D3
429,2068,1567786905596,1567786907664,1DK3U8A3O
429,2369,1567786905296,1567786907665,1DK3OPMKI
429,2279,1567786905396,1567786907675,1DK3P8EKJ
429,2496,1567786905696,1567786908192,1DK3Q1G4Q
429,2397,1567786905796,1567786908193,1DK3VEEPI
429,1422,1567786907096,1567786908518,1DK3NMUJL
429,1523,1567786906996,1567786908519,1DK3MSSNF
429,1323,1567786907196,1567786908519,1DK3NCO20
429,1225,1567786907296,1567786908521,1DK3QDF4M
429,1131,1567786907396,1567786908527,1DK3S9PT3
429,2821,1567786907796,1567786910617,1DK3TUILC
429,3122,1567786907496,1567786910618,1DK3MQ4BQ
429,2854,1567786907996,1567786910850,1DK3M633U
429,2954,1567786907896,1567786910850,1DK3RBH2M
429,1555,1567786909296,1567786910851,1DK3NUILH
429,961,1567786909896,1567786910857,1DK3TV243
429,1062,1567786909796,1567786910858,1DK3MQPHH
429,863,1567786909996,1567786910859,1DK3Q7ADO
429,897,1567786910296,1567786911193,1DK3UBST5
429,3588,1567786908496,1567786912084,1DK3SC1G7
429,2389,1567786909696,1567786912085,1DK3NSP8U
429,6401,1567786905896,1567786912297,1DK3QKQ23
429,6302,1567786905996,1567786912298,1DK3NITCD
429,1551,1567786910796,1567786912347,1DK3RN30S
429,1961,1567786910396,1567786912357,1DK3TJSO0
429,1861,1567786910496,1567786912357,1DK3TQOHR
429,1762,1567786910596,1567786912358,1DK3P6SG8
429,1262,1567786911096,1567786912358,1DK3STCJN
429,1163,1567786911196,1567786912359,1DK3PO2LK
200,15769,1567786896596,1567786912365,1DK3Q9CGD
429,1806,1567786911297,1567786913103,1DK3UU1EN
429,7167,1567786906096,1567786913263,1DK3O372N
429,5167,1567786908096,1567786913263,1DK3QU3RQ
429,5068,1567786908196,1567786913264,1DK3TUOKL
429,4969,1567786908296,1567786913265,1DK3S3VU8
429,4869,1567786908396,1567786913265,1DK3N49UV
429,3020,1567786910696,1567786913716,1DK3MPMT9
429,2121,1567786911596,1567786913717,1DK3UI3Q5
429,1922,1567786911796,1567786913718,1DK3T201T
429,2022,1567786911696,1567786913718,1DK3NBPF7
429,6131,1567786907596,1567786913727,1DK3N4AJ6
429,6032,1567786907696,1567786913728,1DK3SM86I
429,1539,1567786912196,1567786913735,1DK3P79DD
429,4170,1567786910896,1567786915066,1DK3OOIQS
429,2972,1567786912096,1567786915068,1DK3RHNDK
429,4071,1567786910997,1567786915068,1DK3QU1QT
429,3072,1567786911996,1567786915068,1DK3NQEQQ
429,2773,1567786912296,1567786915069,1DK3TIEDO
429,2680,1567786912396,1567786915076,1DK3PMO5E
429,3680,1567786911396,1567786915076,1DK3SSQQH
429,977,1567786915296,1567786916273,1DK3RPA8O
429,1077,1567786915196,1567786916273,1DK3P4P7H
429,1726,1567786915396,1567786917122,1DK3SDCKP
429,1626,1567786915496,1567786917122,1DK3M6VMP
429,1526,1567786915596,1567786917122,1DK3U5FD6
429,1651,1567786915696,1567786917347,1DK3Q9P7C
429,1352,1567786915996,1567786917348,1DK3PDI6A
429,7538,1567786910096,1567786917634,1DK3UFEVV
429,1828,1567786915896,1567786917724,1DK3N13HK
429,2042,1567786916196,1567786918238,1DK3NQE2A
429,1946,1567786916296,1567786918242,1DK3TITTS
429,1847,1567786916396,1567786918243,1DK3MF9P1
429,1747,1567786916496,1567786918243,1DK3PHI08
429,1547,1567786916696,1567786918243,1DK3MGR2C
429,1350,1567786916896,1567786918246,1DK3TJ8PO
429,1450,1567786916796,1567786918246,1DK3RDS4D
429,2509,1567786916096,1567786918605,1DK3QLVSC
429,1838,1567786917296,1567786919134,1DK3P0MET
429,1738,1567786917396,1567786919134,1DK3R1P4M
429,1638,1567786917496,1567786919134,1DK3NT2L8
429,1539,1567786917596,1567786919135,1DK3URCAC
429,6671,1567786912696,1567786919367,1DK3NJMAK
429,7471,1567786911896,1567786919367,1DK3PS92D
