statusCode,requestResponseLatency,requestTime,responseTime,requestId
429,1484,1567786904727,1567786906211,1DK3M9JT1
429,1385,1567786904827,1567786906212,1DK3NEJ0U
429,2727,1567786904927,1567786907654,1DK3MMARE
429,3028,1567786904627,1567786907655,1DK3TO7VD
429,2628,1567786905027,1567786907655,1DK3RT2VG
429,2534,1567786905127,1567786907661,1DK3P979L
429,2435,1567786905227,1567786907662,1DK3MEJL6
429,2037,1567786905627,1567786907664,1DK3MFFSN
429,2137,1567786905527,1567786907664,1DK3V2OMJ
429,2337,1567786905327,1567786907664,1DK3RBI7N
429,2248,1567786905427,1567786907675,1DK3SKJ6O
429,2466,1567786905727,1567786908193,1DK3NS7FN
429,2366,1567786905827,1567786908193,1DK3VAA0H
429,1491,1567786907027,1567786908518,1DK3MUV39
429,1591,1567786906927,1567786908518,1DK3U04HM
429,1392,1567786907127,1567786908519,1DK3VEE51
429,1204,1567786907327,1567786908531,1DK3P6I02
429,3090,1567786907527,1567786910617,1DK3TC9PP
429,3192,1567786907427,1567786910619,1DK3R5VJ1
429,3022,1567786907827,1567786910849,1DK3MR994
429,2924,1567786907927,1567786910851,1DK3UND7V
429,1031,1567786909827,1567786910858,1DK3OC7P9
429,932,1567786909927,1567786910859,1DK3NE9RQ
429,966,1567786910227,1567786911193,1DK3TFNQF
429,1066,1567786910127,1567786911193,1DK3QHV20
429,2868,1567786908327,1567786911195,1DK3OJH56
429,2774,1567786908428,1567786911202,1DK3VC2BH
429,3557,1567786908527,1567786912084,1DK3PC2LC
429,2358,1567786909727,1567786912085,1DK3R1ORV
429,1457,1567786910628,1567786912085,1DK3OP8LT
429,6370,1567786905927,1567786912297,1DK3NKP02
429,6272,1567786906027,1567786912299,1DK3N6BUQ
429,1831,1567786910527,1567786912358,1DK3P4QMK
429,1231,1567786911127,1567786912358,1DK3V3CN1
429,1132,1567786911227,1567786912359,1DK3SHMFC
429,1332,1567786911028,1567786912360,1DK3V9QF4
429,1773,1567786911327,1567786913100,1DK3ODJ2V
429,2277,1567786910827,1567786913104,1DK3N43KI
429,5236,1567786908027,1567786913263,1DK3R5D0E
429,5137,1567786908127,1567786913264,1DK3U6D42
429,5037,1567786908227,1567786913264,1DK3POJQ0
429,3289,1567786910427,1567786913716,1DK3OKVLT
429,2989,1567786910727,1567786913716,1DK3UJBBA
429,2090,1567786911627,1567786913717,1DK3SKEES
429,1991,1567786911727,1567786913718,1DK3T7V9F
429,6102,1567786907627,1567786913729,1DK3QTJLS
429,6002,1567786907727,1567786913729,1DK3VI255
429,1508,1567786912227,1567786913735,1DK3NTHAK
429,4140,1567786910927,1567786915067,1DK3NRSJE
429,3040,1567786912027,1567786915067,1DK3V9TT5
429,3140,1567786911927,1567786915067,1DK3OL7OS
429,2941,1567786912127,1567786915068,1DK3TONS9
429,2742,1567786912327,1567786915069,1DK3OEC5V
429,2645,1567786912430,1567786915075,1DK3OKE2R
429,3650,1567786911427,1567786915077,1DK3UQ1JI
429,1146,1567786915127,1567786916273,1DK3N9C0S
429,1046,1567786915227,1567786916273,1DK3QAMBE
429,1649,1567786915027,1567786916676,1DK3V8ABA
429,1595,1567786915527,1567786917122,1DK3RA12B
429,1697,1567786915429,1567786917126,1DK3OAUPQ
429,1620,1567786915727,1567786917347,1DK3QBRQS
429,1421,1567786915927,1567786917348,1DK3RMFCN
429,1221,1567786916127,1567786917348,1DK3Q3PTQ
429,1321,1567786916027,1567786917348,1DK3PR7OI
429,4707,1567786912927,1567786917634,1DK3THCM7
429,7607,1567786910027,1567786917634,1DK3QM9CD
429,1896,1567786915827,1567786917723,1DK3OULFH
429,2096,1567786915627,1567786917723,1DK3P5FJH
429,2015,1567786916227,1567786918242,1DK3P3EPH
429,1816,1567786916427,1567786918243,1DK3PDSHH
429,1716,1567786916527,1567786918243,1DK3UNSN5
429,2277,1567786916327,1567786918604,1DK3S5PPU
429,1894,1567786917027,1567786918921,1DK3SB9J0
429,1806,1567786917327,1567786919133,1DK3NNCUS
429,1710,1567786917427,1567786919137,1DK3OFBBO
429,1610,1567786917527,1567786919137,1DK3OUFCV
429,1114,1567786918027,1567786919141,1DK3RC835
429,7539,1567786911827,1567786919366,1DK3NURFA
429,6540,1567786912827,1567786919367,1DK3SK28L
429,6640,1567786912727,1567786919367,1DK3QK176
429,6341,1567786913027,1567786919368,1DK3TEUKB
429,6242,1567786913127,1567786919369,1DK3V4E7T
429,5847,1567786913527,1567786919374,1DK3RK575
429,2787,1567786916627,1567786919414,1DK3NAF82
429,2587,1567786916827,1567786919414,1DK3O5ESL
429,2687,1567786916727,1567786919414,1DK3TF2TD
429,1687,1567786917727,1567786919414,1DK3R5GM9
429,1776,1567786918227,1567786920003,1DK3RJLDT
429,1677,1567786918327,1567786920004,1DK3PUCNR
429,1584,1567786918427,1567786920011,1DK3NLCAS
429,1284,1567786918727,1567786920011,1DK3SNDL2
429,1771,1567786919127,1567786920898,1DK3U49BN
429,971,1567786919927,1567786920898,1DK3M4GHN
429,1165,1567786920127,1567786921292,1DK3U7GUG
429,1065,1567786920227,1567786921292,1DK3N8FJI
429,972,1567786920327,1567786921299,1DK3Q5Q6R
429,2073,1567786919227,1567786921300,1DK3QU7QU
429,6210,1567786917127,1567786923337,1DK3NCICD
429,4511,1567786918827,1567786923338,1DK3RR3T6
200,26312,1567786897027,1567786923339,1DK3V439H
429,3875,1567786920727,1567786924602,1DK3QOANP
429,4576,1567786920027,1567786924603,1DK3QD1MD
429,3776,1567786920827,1567786924603,1DK3NCO9T
429,3676,1567786920927,1567786924603,1DK3S76S8
429,2188,1567786922427,1567786924615,1DK3NLOG9
429,1988,1567786922627,1567786924615,1DK3T4SFK
429,1493,1567786923127,1567786924620,1DK3S00TG
429,1395,1567786923227,1567786924622,1DK3MHSUH
429,1095,1567786923527,1567786924622,1DK3RS3PT
429,12903,1567786913327,1567786926230,1DK3MFDE0
429,15904,1567786910327,1567786926231,1DK3TD92F
429,13716,1567786912527,1567786926243,1DK3PTLB8
429,13616,1567786912627,1567786926243,1DK3R6PB3
200,29519,1567786896727,1567786926246,1DK3USP6I
429,13007,1567786913427,1567786926434,1DK3V2BQO
429,12808,1567786913627,1567786926435,1DK3SPL2Q
429,9672,1567786917627,1567786927299,1DK3NNLFC
429,7579,1567786919727,1567786927306,1DK3QHL0G
429,7679,1567786919627,1567786927306,1DK3R4LQ5
429,7482,1567786919827,1567786927309,1DK3QJSMS
429,14777,1567786913227,1567786928004,1DK3N293Q
429,10059,1567786918527,1567786928586,1DK3OKCKM
429,8059,1567786920527,1567786928586,1DK3RSU0E
429,8159,1567786920427,1567786928586,1DK3UH4CB
429,10459,1567786918127,1567786928586,1DK3VHGOT
429,9966,1567786918627,1567786928593,1DK3N8SF3
429,9974,1567786919027,1567786929001,1DK3TLFG3
429,11175,1567786917827,1567786929002,1DK3OQR98
429,1275,1567786927727,1567786929002,1DK3UTL41
429,1075,1567786927927,1567786929002,1DK3TDMC4
429,983,1567786928027,1567786929010,1DK3NEUE7
429,4492,1567786925727,1567786930219,1DK3OKG26
429,4399,1567786925827,1567786930226,1DK3UJP4U
429,4298,1567786925929,1567786930227,1DK3QG8GB
429,9339,1567786923427,1567786932766,1DK3Q54QP
429,9139,1567786923627,1567786932766,1DK3P2IOT
429,14989,1567786917927,1567786932916,1DK3QL5UJ
429,13989,1567786918927,1567786932916,1DK3TPOIV
429,2222,1567786930927,1567786933149,1DK3Q7VBG
429,2325,1567786930827,1567786933152,1DK3O144J
429,1732,1567786931427,1567786933159,1DK3RP5PL
429,13869,1567786919327,1567786933196,1DK3O5RTE
429,13769,1567786919427,1567786933196,1DK3PIFB6
429,486,1567786932927,1567786933413,1DK3UH71M
429,586,1567786932827,1567786933413,1DK3SFKIR
429,708,1567786933127,1567786933835,1DK3T80OF
429,608,1567786933227,1567786933835,1DK3MMA4U
429,769,1567786933331,1567786934100,1DK3TDBPQ
429,374,1567786933727,1567786934101,1DK3TMO2L
429,676,1567786933427,1567786934103,1DK3U2MFB
429,1207,1567786933827,1567786935034,1DK3SRPNU
429,8058,1567786927427,1567786935485,1DK3QCEUA
429,7858,1567786927627,1567786935485,1DK3UT2B0
429,6870,1567786928627,1567786935497,1DK3U2SL1
429,1441,1567786934227,1567786935668,1DK3O7VMN
429,1341,1567786934327,1567786935668,1DK3T74FM
429,1541,1567786934127,1567786935668,1DK3RCKLT
429,1142,1567786934527,1567786935669,1DK3UJEFG
429,1242,1567786934427,1567786935669,1DK3URN4P
429,13626,1567786922127,1567786935753,1DK3Q71CR
429,13531,1567786922227,1567786935758,1DK3UB4G1
429,10652,1567786926027,1567786936679,1DK3S5CD1
429,10557,1567786926127,1567786936684,1DK3TPBFK
429,9158,1567786927527,1567786936685,1DK3TAG8K
429,1860,1567786934827,1567786936687,1DK3UM4RL
429,2063,1567786934627,1567786936690,1DK3U64CM
429,1765,1567786934927,1567786936692,1DK3O2HKV
429,4065,1567786932627,1567786936692,1DK3V9IKU
429,5488,1567786931227,1567786936715,1DK3UKOI6
429,5588,1567786931127,1567786936715,1DK3S30HP
429,5088,1567786931627,1567786936715,1DK3R4330
429,5187,1567786931528,1567786936715,1DK3SHIUG
429,4789,1567786931927,1567786936716,1DK3VL17O
429,4291,1567786932427,1567786936718,1DK3TRU5A
429,5691,1567786931027,1567786936718,1DK3NHGMJ
429,1695,1567786935027,1567786936722,1DK3VA5MG
429,1396,1567786935327,1567786936723,1DK3RBOB2
429,5397,1567786931327,1567786936724,1DK3OI10K
429,5582,1567786931727,1567786937309,1DK3QV5QK
429,5482,1567786931827,1567786937309,1DK3NFJ7F
429,6626,1567786932127,1567786938753,1DK3VFG32
429,6227,1567786932527,1567786938754,1DK3Q4GTE
429,4828,1567786933927,1567786938755,1DK3Q1J7F
429,6729,1567786932027,1567786938756,1DK3O3CF4
429,2236,1567786936527,1567786938763,1DK3T5M1B
429,5072,1567786934027,1567786939099,1DK3S09IF
200,17573,1567786921727,1567786939300,1DK3NBBEK
429,4614,1567786934729,1567786939343,1DK3OQ5UM
429,4217,1567786935127,1567786939344,1DK3NPHMN
429,4117,1567786935227,1567786939344,1DK3STCAS
429,3317,1567786936027,1567786939344,1DK3RS17M
429,4195,1567786935627,1567786939822,1DK3T4U3J
429,3403,1567786936427,1567786939830,1DK3Q6NB4
429,3704,1567786936127,1567786939831,1DK3VHUL9
429,3932,1567786936927,1567786940859,1DK3RG6AM
429,3838,1567786937027,1567786940865,1DK3M4HEL
429,3638,1567786937227,1567786940865,1DK3SGDCJ
429,3539,1567786937327,1567786940866,1DK3OTB4G
429,3439,1567786937427,1567786940866,1DK3TN706
429,3240,1567786937627,1567786940867,1DK3UBSAG
429,3040,1567786937827,1567786940867,1DK3OROL8
429,8024,1567786933027,1567786941051,1DK3TI9QM
429,7530,1567786933527,1567786941057,1DK3QT8ID
429,5415,1567786936227,1567786941642,1DK3OSM10
429,5315,1567786936327,1567786941642,1DK3NK5I2
429,3526,1567786938127,1567786941653,1DK3OHJ2T
429,3626,1567786938027,1567786941653,1DK3RELTO
429,1024,1567786940827,1567786941851,1DK3V7DLU
429,824,1567786941027,1567786941851,1DK3UHJA4
429,22328,1567786919527,1567786941855,1DK3OT8EU
429,21228,1567786920627,1567786941855,1DK3MMKEH
429,18532,1567786923327,1567786941859,1DK3TH7M3
429,9540,1567786932327,1567786941867,1DK3OSCIT
429,9641,1567786932227,1567786941868,1DK3UK10S
429,1236,1567786941527,1567786942763,1DK3O66IK
429,1338,1567786941427,1567786942765,1DK3P1NNK
200,15582,1567786928427,1567786944009,1DK3PALMO
429,12007,1567786932727,1567786944734,1DK3TBFI1
429,2782,1567786942227,1567786945009,1DK3ONSII
429,1669,1567786943827,1567786945496,1DK3QE9R3
429,1875,1567786943627,1567786945502,1DK3UOCKU
429,11922,1567786933627,1567786945549,1DK3RNJAG
429,11029,1567786935427,1567786946456,1DK3QKIU6
429,10931,1567786935527,1567786946458,1DK3MS295
429,10631,1567786935827,1567786946458,1DK3VCNOT
429,10886,1567786935727,1567786946613,1DK3O95OC
429,10692,1567786935927,1567786946619,1DK3RE8OL
429,5030,1567786941827,1567786946857,1DK3RIMFG
429,5017,1567786942027,1567786947044,1DK3SL7K1
429,4717,1567786942327,1567786947044,1DK3NUQ7M
429,10210,1567786937527,1567786947737,1DK3V0H7O
429,10012,1567786937727,1567786947739,1DK3QNURS
429,9812,1567786937927,1567786947739,1DK3TMDUA
429,11903,1567786937127,1567786949030,1DK3O8B9H
429,12203,1567786936827,1567786949030,1DK3RJ56P
429,12660,1567786936727,1567786949387,1DK3SFRG3
429,7694,1567786941927,1567786949621,1DK3MT8KQ
429,7994,1567786941627,1567786949621,1DK3PH59H
429,7751,1567786942127,1567786949878,1DK3UE8N7
429,510,1567786954279,1567786954789,1DK3RU6UJ
429,507,1567786954379,1567786954886,1DK3S2L62
429,686,1567786954531,1567786955217,1DK3ODJH1
429,577,1567786955079,1567786955656,1DK3NE1JE
429,1024,1567786954730,1567786955754,1DK3U9U97
429,880,1567786954879,1567786955759,1DK3VDD2O
429,780,1567786955379,1567786956159,1DK3QP8SG
429,777,1567786955429,1567786956206,1DK3QIF1U
429,292,1567786956079,1567786956371,1DK3T7LIM
429,980,1567786955680,1567786956660,1DK3URFVV
429,1054,1567786955779,1567786956833,1DK3SS2RQ
429,911,1567786956279,1567786957190,1DK3SBBU5
429,1735,1567786955880,1567786957615,1DK3OHOS1
200,14511,1567786943229,1567786957740,1DK3OU237
429,1390,1567786956580,1567786957970,1DK3QSFGU
429,1941,1567786956379,1567786958320,1DK3V7H66
429,1606,1567786956879,1567786958485,1DK3N6GBU
429,2505,1567786955980,1567786958485,1DK3PM2U6
429,1599,1567786957229,1567786958828,1DK3P10A8
429,1699,1567786957129,1567786958828,1DK3US0IP
429,570,1567786958529,1567786959099,1DK3N9THN
429,832,1567786958480,1567786959312,1DK3NG13L
429,1709,1567786957779,1567786959488,1DK3PO5VM
429,1860,1567786957629,1567786959489,1DK3RI68A
429,2183,1567786958429,1567786960612,1DK3U4JH5
429,1155,1567786959879,1567786961034,1DK3UOVIA
429,905,1567786960129,1567786961034,1DK3SIL1G
429,2845,1567786958279,1567786961124,1DK3MSHQP
429,1855,1567786959481,1567786961336,1DK3SDEGJ
429,1708,1567786959629,1567786961337,1DK3ODOP2
429,1516,1567786959980,1567786961496,1DK3QRVCE
429,2327,1567786959330,1567786961657,1DK3S4GVM
429,1128,1567786961829,1567786962957,1DK3PA7C9
429,1479,1567786961479,1567786962958,1DK3R93BA
429,2280,1567786960679,1567786962959,1DK3NE5GG
429,830,1567786962129,1567786962959,1DK3PAJK6
429,1498,1567786961779,1567786963277,1DK3U0V5R
200,20808,1567786942827,1567786963635,1DK3T0SBO
429,1386,1567786962529,1567786963915,1DK3NKS2B
429,1835,1567786962080,1567786963915,1DK3RF9S2
429,2026,1567786962030,1567786964056,1DK3STMTM
429,1676,1567786962629,1567786964305,1DK3RIJP8
429,1577,1567786962729,1567786964306,1DK3MIA5F
429,3120,1567786961229,1567786964349,1DK3UDMEC
429,1870,1567786962480,1567786964350,1DK3P3ICM
429,1621,1567786962929,1567786964550,1DK3R2O5F
429,1072,1567786963479,1567786964551,1DK3T194N
429,1521,1567786963030,1567786964551,1DK3T5S5T
429,3780,1567786961079,1567786964859,1DK3PGUI7
429,1312,1567786963630,1567786964942,1DK3NI1MN
429,2894,1567786962879,1567786965773,1DK3OM73E
429,745,1567786965029,1567786965774,1DK3UUGED
429,2095,1567786963679,1567786965774,1DK3Q4OFU
429,2083,1567786963831,1567786965914,1DK3Q38QC
429,1990,1567786963930,1567786965920,1DK3PO6T7
429,808,1567786965479,1567786966287,1DK3OTD8H
429,1509,1567786964779,1567786966288,1DK3V3BNM
429,1768,1567786964579,1567786966347,1DK3Q3ISH
429,1918,1567786964429,1567786966347,1DK3TEA66
429,1169,1567786965179,1567786966348,1DK3TMUVI
429,770,1567786965579,1567786966349,1DK3QGPBN
429,1403,1567786965129,1567786966532,1DK3T23CF
429,2403,1567786964130,1567786966533,1DK3QFVOL
200,17739,1567786948827,1567786966566,1DK3S6D7C
429,1970,1567786964830,1567786966800,1DK3QS7PV
429,1872,1567786964929,1567786966801,1DK3TE3FD
429,1948,1567786965230,1567786967178,1DK3TC613
429,1948,1567786965429,1567786967377,1DK3MIC2G
429,1765,1567786966031,1567786967796,1DK3RKST3
429,2300,1567786965729,1567786968029,1DK3RNDLS
429,2253,1567786965779,1567786968032,1DK3T8LBF
429,2354,1567786965679,1567786968033,1DK3OVR1C
429,1523,1567786966529,1567786968052,1DK3PRRV5
429,1673,1567786966379,1567786968052,1DK3RAHE5
429,1724,1567786966329,1567786968053,1DK3MRM7I
429,925,1567786967679,1567786968604,1DK3TARCK
429,2326,1567786966279,1567786968605,1DK3O9F8B
429,1989,1567786966979,1567786968968,1DK3OQQTQ
429,1730,1567786967379,1567786969109,1DK3R2J6D
429,2572,1567786966829,1567786969401,1DK3MFGRF
429,2844,1567786967079,1567786969923,1DK3N1QEI
429,2045,1567786967879,1567786969924,1DK3PJCU8
429,2448,1567786967831,1567786970279,1DK3Q3792
429,2501,1567786967779,1567786970280,1DK3S6FE6
429,829,1567786969730,1567786970559,1DK3VCKPT
429,2487,1567786968079,1567786970566,1DK3UPCII
429,787,1567786969779,1567786970566,1DK3P86O9
429,2088,1567786968479,1567786970567,1DK3RVGCF
200,19774,1567786950927,1567786970701,1DK3SE7T2
429,2934,1567786968729,1567786971663,1DK3S8C30
429,2700,1567786969579,1567786972279,1DK3UAT99
429,2716,1567786969829,1567786972545,1DK3VJNRG
