statusCode,requestResponseLatency,requestTime,responseTime,requestId
429,3899,1567707585562,1567707589461,1DK1F20VM
200,13226,1567707578060,1567707591286,1DK1CMFSC
200,17762,1567707576366,1567707594128,1DK1FVHDQ
200,20618,1567707576761,1567707597379,1DK1E1P09
200,18255,1567707579160,1567707597415,1DK1DMMAD
200,21070,1567707578160,1567707599230,1DK1EKM7R
200,20699,1567707578860,1567707599559,1DK1GI90O
200,23877,1567707578260,1567707602137,1DK1GBDU3
200,20633,1567707588660,1567707609293,1DK1BLNLH
200,23416,1567707592960,1567707616376,1DK1BEMLH
200,14955,1567707604660,1567707619615,1DK1BIFTD
200,20808,1567707604760,1567707625568,1DK1BV6UO
200,16931,1567707614760,1567707631691,1DK1BPHUI
200,21820,1567707617960,1567707639780,1DK1BV2OI
200,18801,1567707621160,1567707639961,1DK1FPKLC
200,27002,1567707614660,1567707641662,1DK1DU9UN
200,12496,1567707630160,1567707642656,1DK1EN424
200,22052,1567707622260,1567707644312,1DK1EQUQH
200,17017,1567707630860,1567707647877,1DK1GMKVS
200,20265,1567707630260,1567707650525,1DK1HS7R7
429,439,1567707651562,1567707652001,1DK1ASRP0
429,537,1567707651862,1567707652399,1DK1J1QE0
429,336,1567707653662,1567707653998,1DK1GEP4S
429,363,1567707654062,1567707654425,1DK1DM89H
429,466,1567707654564,1567707655030,1DK1FKQK6
429,610,1567707655362,1567707655972,1DK1IVU68
429,972,1567707656062,1567707657034,1DK1CA2CT
200,12210,1567707646562,1567707658772,1DK1GKFJH
200,24249,1567707635960,1567707660209,1DK1GIDL0
200,28709,1567707631660,1567707660369,1DK1GCNS6
200,11259,1567707649262,1567707660521,1DK1H6NV9
200,10321,1567707651462,1567707661783,1DK1BDMJN
200,16613,1567707646962,1567707663575,1DK1IN93B
200,27283,1567707636962,1567707664245,1DK1B7JG2
200,18494,1567707645963,1567707664457,1DK1FF7N0
200,23520,1567707641262,1567707664782,1DK1IM0LV
200,21611,1567707645662,1567707667273,1DK1JH6S2
200,14765,1567707654762,1567707669527,1DK1AJ6M7
200,17448,1567707653262,1567707670710,1DK1G4CM4
200,13791,1567707657162,1567707670953,1DK1DOD01
200,16739,1567707654462,1567707671201,1DK1DHOJ2
200,10175,1567707661563,1567707671738,1DK1D0D21
200,20977,1567707650962,1567707671939,1DK1BQL5M
200,11300,1567707661662,1567707672962,1DK1CMOUO
200,8285,1567707664863,1567707673148,1DK1AKDJC
200,12873,1567707662662,1567707675535,1DK1C4D8O
200,23050,1567707656362,1567707679412,1DK1CEB27
200,29673,1567707651662,1567707681335,1DK1J8DR9
200,26723,1567707657562,1567707684285,1DK1GQC68
200,11326,1567707674663,1567707685989,1DK1CRJJ2
200,28776,1567707658262,1567707687038,1DK1GOQ6K
200,24885,1567707662162,1567707687047,1DK1HMEPG
